pmutype, desID, event0, event1, , start, duration, end, layerID, desType,     srcAddr, dstAddr, trans_fmt, transpose_md, cmd_id, wait_id_tpu, dst_h_stride, dst_c_stride_low,     dst_n_stride, src_h_stride, src_c_stride_low, src_n_stride, dst_c, src_c, dst_w, dst_h, src_w, src_h, src_n
2, 116, 9, 115, 2, 385111, 375, 385486, 28, TDMA Tensor Store Compression, 0x12576, 0x4296012384,         0, 0, 116, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
2, 117, 9, 117, 2, 385487, 362, 385849, 28, TDMA Tensor Store Compression, 0x12632, 0x4296016208,         0, 0, 117, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
2, 118, 9, 117, 2, 385850, 372, 386222, 28, TDMA Tensor Store Compression, 0x12688, 0x4296020032,         0, 0, 118, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
2, 119, 10, 115, 2, 386223, 363, 386586, 28, TDMA Tensor Store Compression, 0x12744, 0x4296023856,         0, 0, 119, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
2, 120, 10, 114, 2, 386587, 377, 386964, 28, TDMA Tensor Store Compression, 0x12800, 0x4296027680,         0, 0, 120, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
2, 121, 9, 118, 2, 386965, 364, 387329, 28, TDMA Tensor Store Compression, 0x12856, 0x4296031504,         0, 0, 121, 12, 56, 56, 3584, 56, 1008, 2016, 64, 64, 56, 1, 56, 1, 1
1, 122, 10, 124, 1, 387330, 464, 387794, 31, TDMA Tensor Load Compression, 0x4295821184, 0x2320,         0, 0, 122, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 123, 10, 128, 1, 387795, 464, 388259, 31, TDMA Tensor Load Compression, 0x4295825008, 0x2376,         0, 0, 123, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 124, 10, 127, 1, 388260, 491, 388751, 31, TDMA Tensor Load Compression, 0x4295828832, 0x2432,         0, 0, 124, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 125, 9, 127, 1, 388752, 463, 389215, 31, TDMA Tensor Load Compression, 0x4295832656, 0x2488,         0, 0, 125, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 126, 10, 127, 1, 389216, 514, 389730, 31, TDMA Tensor Load Compression, 0x4295836480, 0x2544,         0, 0, 126, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 127, 10, 127, 1, 389731, 459, 390190, 31, TDMA Tensor Load Compression, 0x4295840304, 0x2600,         0, 0, 127, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 128, 10, 129, 1, 390191, 466, 390657, 31, TDMA Tensor Load Compression, 0x4295844128, 0x2656,         0, 0, 128, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 129, 10, 128, 1, 390658, 466, 391124, 31, TDMA Tensor Load Compression, 0x4295847952, 0x2712,         0, 0, 129, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 130, 10, 127, 1, 391125, 468, 391593, 31, TDMA Tensor Load Compression, 0x4295851776, 0x2768,         0, 0, 130, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 131, 10, 127, 1, 391594, 583, 392177, 31, TDMA Tensor Load Compression, 0x4295855600, 0x2824,         0, 0, 131, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 132, 10, 127, 1, 392178, 468, 392646, 31, TDMA Tensor Load Compression, 0x4295859424, 0x2880,         0, 0, 132, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 133, 10, 127, 1, 392647, 496, 393143, 31, TDMA Tensor Load Compression, 0x4295863248, 0x2936,         0, 0, 133, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 134, 11, 127, 1, 393144, 469, 393613, 31, TDMA Tensor Load Compression, 0x4295867072, 0x2992,         0, 0, 134, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 135, 11, 126, 1, 393614, 465, 394079, 31, TDMA Tensor Load Compression, 0x4295870896, 0x3048,         0, 0, 135, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 136, 11, 125, 1, 394080, 644, 394724, 31, TDMA Tensor Load Compression, 0x4295874720, 0x3104,         0, 0, 136, 12, 56, 848, 1696, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 137, 127, 1979, 1, 394725, 3254, 397979, 32, TDMA Tensor Load Compression, 0x4320708576, 0x0,         0, 0, 137, 12, 64, 576, 1152, 64, 576, 36864, 64, 64, 64, 9, 64, 9, 1
1, 138, 4, 36, 1, 397980, 206, 398186, 33, TDMA Tensor Load, 0x4320708000, 0x1152,         0, 0, 138, 12, 9, 9, 18, 9, 9, 576, 64, 64, 9, 1, 9, 1, 1
1, 139, 66, 992, 1, 398187, 1853, 400040, 35, TDMA Tensor Load Compression, 0x4320691616, 0x1184,         0, 0, 139, 12, 64, 64, 512, 64, 64, 16384, 256, 256, 64, 1, 64, 1, 1
1, 140, 11, 144, 1, 400041, 642, 400683, 36, TDMA Tensor Load, 0x4320689312, 0x1696,         0, 0, 140, 12, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
4, 13, 0, 0, 3, 398190, 28389, 426579, 34, TIU PerChannel Convolution
1, 141, 44, 625, 1, 426581, 1920, 428501, 38, TDMA Tensor Load Compression, 0x4294967296, 0x2320,         0, 0, 141, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 142, 42, 609, 1, 428502, 1365, 429867, 38, TDMA Tensor Load Compression, 0x4294982544, 0x2376,         0, 0, 142, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 143, 42, 601, 1, 429868, 1306, 431174, 38, TDMA Tensor Load Compression, 0x4294997792, 0x2432,         0, 0, 143, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 144, 40, 603, 1, 431175, 1394, 432569, 38, TDMA Tensor Load Compression, 0x4295013040, 0x2488,         0, 0, 144, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 145, 42, 608, 1, 432570, 1296, 433866, 38, TDMA Tensor Load Compression, 0x4295028288, 0x2544,         0, 0, 145, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 146, 43, 620, 1, 433867, 1493, 435360, 38, TDMA Tensor Load Compression, 0x4295043536, 0x2600,         0, 0, 146, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 147, 43, 622, 1, 435361, 1310, 436671, 38, TDMA Tensor Load Compression, 0x4295058784, 0x2656,         0, 0, 147, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 148, 41, 618, 1, 436672, 1539, 438211, 38, TDMA Tensor Load Compression, 0x4295074032, 0x2712,         0, 0, 148, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 149, 43, 615, 1, 438212, 1317, 439529, 38, TDMA Tensor Load Compression, 0x4295089280, 0x2768,         0, 0, 149, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 14, 0, 0, 3, 426580, 13003, 439583, 37, TIU PerChannel Convolution
1, 150, 43, 612, 1, 439530, 1273, 440803, 38, TDMA Tensor Load Compression, 0x4295104528, 0x2824,         0, 0, 150, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 151, 43, 615, 1, 440804, 1272, 442076, 38, TDMA Tensor Load Compression, 0x4295119776, 0x2880,         0, 0, 151, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 152, 41, 613, 1, 442077, 1299, 443376, 38, TDMA Tensor Load Compression, 0x4295135024, 0x2936,         0, 0, 152, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 153, 42, 610, 1, 443377, 1288, 444665, 38, TDMA Tensor Load Compression, 0x4295150272, 0x2992,         0, 0, 153, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 154, 42, 617, 1, 444666, 1264, 445930, 38, TDMA Tensor Load Compression, 0x4295165520, 0x3048,         0, 0, 154, 13, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 15, 0, 0, 3, 445934, 1413, 447347, 39, TIU Element-wise Mul
1, 155, 65, 952, 1, 445931, 1833, 447764, 40, TDMA Tensor Load Compression, 0x4320672928, 0x1776,         0, 0, 155, 14, 256, 256, 512, 256, 256, 16384, 64, 64, 256, 1, 256, 1, 1
1, 156, 4, 36, 1, 447765, 206, 447971, 41, TDMA Tensor Load, 0x4320672352, 0x2288,         0, 0, 156, 14, 9, 9, 18, 9, 9, 576, 64, 64, 9, 1, 9, 1, 1
4, 16, 0, 0, 3, 447348, 3177, 450525, 39, TIU Element-wise Mac
2, 157, 35, 504, 2, 450527, 1166, 451693, 43, TDMA Tensor Store Compression, 0x8592, 0x4296035328,         0, 0, 157, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 158, 36, 511, 2, 451694, 1159, 452853, 43, TDMA Tensor Store Compression, 0x8648, 0x4296050576,         0, 0, 158, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 159, 36, 510, 2, 452854, 1164, 454018, 43, TDMA Tensor Store Compression, 0x8704, 0x4296065824,         0, 0, 159, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 160, 36, 513, 2, 454019, 1177, 455196, 43, TDMA Tensor Store Compression, 0x8760, 0x4296081072,         0, 0, 160, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 161, 36, 514, 2, 455197, 1154, 456351, 43, TDMA Tensor Store Compression, 0x8816, 0x4296096320,         0, 0, 161, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 162, 36, 516, 2, 456352, 1238, 457590, 43, TDMA Tensor Store Compression, 0x8872, 0x4296111568,         0, 0, 162, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 163, 36, 517, 2, 457591, 1162, 458753, 43, TDMA Tensor Store Compression, 0x8928, 0x4296126816,         0, 0, 163, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 164, 35, 515, 2, 458754, 1301, 460055, 43, TDMA Tensor Store Compression, 0x8984, 0x4296142064,         0, 0, 164, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 165, 36, 513, 2, 460056, 1156, 461212, 43, TDMA Tensor Store Compression, 0x9040, 0x4296157312,         0, 0, 165, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 166, 36, 510, 2, 461213, 1158, 462371, 43, TDMA Tensor Store Compression, 0x9096, 0x4296172560,         0, 0, 166, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
4, 17, 0, 0, 3, 450526, 12709, 463235, 42, TIU PerChannel Convolution
2, 167, 36, 510, 2, 462372, 1156, 463528, 43, TDMA Tensor Store Compression, 0x9152, 0x4296187808,         0, 0, 167, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 168, 36, 517, 2, 463529, 1120, 464649, 43, TDMA Tensor Store Compression, 0x9208, 0x4296203056,         0, 0, 168, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 169, 36, 516, 2, 464650, 1124, 465774, 43, TDMA Tensor Store Compression, 0x9264, 0x4296218304,         0, 0, 169, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 170, 36, 513, 2, 465775, 1115, 466890, 43, TDMA Tensor Store Compression, 0x9320, 0x4296233552,         0, 0, 170, 16, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 171, 10, 134, 2, 466891, 367, 467258, 44, TDMA Tensor Store Compression, 0x2320, 0x4296889216,         0, 0, 171, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 172, 10, 129, 2, 467259, 466, 467725, 44, TDMA Tensor Store Compression, 0x2376, 0x4296893040,         0, 0, 172, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 173, 10, 129, 2, 467726, 373, 468099, 44, TDMA Tensor Store Compression, 0x2432, 0x4296896864,         0, 0, 173, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 174, 10, 129, 2, 468100, 364, 468464, 44, TDMA Tensor Store Compression, 0x2488, 0x4296900688,         0, 0, 174, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 175, 11, 129, 2, 468465, 374, 468839, 44, TDMA Tensor Store Compression, 0x2544, 0x4296904512,         0, 0, 175, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 176, 11, 130, 2, 468840, 367, 469207, 44, TDMA Tensor Store Compression, 0x2600, 0x4296908336,         0, 0, 176, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 177, 11, 130, 2, 469208, 371, 469579, 44, TDMA Tensor Store Compression, 0x2656, 0x4296912160,         0, 0, 177, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 178, 10, 130, 2, 469580, 366, 469946, 44, TDMA Tensor Store Compression, 0x2712, 0x4296915984,         0, 0, 178, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 179, 11, 129, 2, 469947, 386, 470333, 44, TDMA Tensor Store Compression, 0x2768, 0x4296919808,         0, 0, 179, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 180, 11, 128, 2, 470334, 368, 470702, 44, TDMA Tensor Store Compression, 0x2824, 0x4296923632,         0, 0, 180, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 181, 10, 125, 2, 470703, 370, 471073, 44, TDMA Tensor Store Compression, 0x2880, 0x4296927456,         0, 0, 181, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 182, 9, 126, 2, 471074, 368, 471442, 44, TDMA Tensor Store Compression, 0x2936, 0x4296931280,         0, 0, 182, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 183, 9, 125, 2, 471443, 370, 471813, 44, TDMA Tensor Store Compression, 0x2992, 0x4296935104,         0, 0, 183, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 184, 9, 125, 2, 471814, 366, 472180, 44, TDMA Tensor Store Compression, 0x3048, 0x4296938928,         0, 0, 184, 17, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
1, 185, 11, 126, 1, 472181, 462, 472643, 45, TDMA Tensor Load Compression, 0x4295870896, 0x2320,         0, 0, 185, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 186, 11, 125, 1, 472644, 526, 473170, 45, TDMA Tensor Load Compression, 0x4295874720, 0x2376,         0, 0, 186, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 187, 9, 123, 1, 473171, 467, 473638, 45, TDMA Tensor Load Compression, 0x4295878544, 0x2432,         0, 0, 187, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 188, 10, 122, 1, 473639, 470, 474109, 45, TDMA Tensor Load Compression, 0x4295882368, 0x2488,         0, 0, 188, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 189, 10, 122, 1, 474110, 463, 474573, 45, TDMA Tensor Load Compression, 0x4295886192, 0x2544,         0, 0, 189, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 190, 10, 121, 1, 474574, 470, 475044, 45, TDMA Tensor Load Compression, 0x4295890016, 0x2600,         0, 0, 190, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 191, 9, 120, 1, 475045, 620, 475665, 45, TDMA Tensor Load Compression, 0x4295893840, 0x2656,         0, 0, 191, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 192, 10, 121, 1, 475666, 496, 476162, 45, TDMA Tensor Load Compression, 0x4295897664, 0x2712,         0, 0, 192, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 193, 10, 122, 1, 476163, 468, 476631, 45, TDMA Tensor Load Compression, 0x4295901488, 0x2768,         0, 0, 193, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 194, 10, 120, 1, 476632, 465, 477097, 45, TDMA Tensor Load Compression, 0x4295905312, 0x2824,         0, 0, 194, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 195, 9, 121, 1, 477098, 465, 477563, 45, TDMA Tensor Load Compression, 0x4295909136, 0x2880,         0, 0, 195, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 196, 10, 122, 1, 477564, 674, 478238, 45, TDMA Tensor Load Compression, 0x4295912960, 0x2936,         0, 0, 196, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 197, 10, 124, 1, 478239, 463, 478702, 45, TDMA Tensor Load Compression, 0x4295916784, 0x2992,         0, 0, 197, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 198, 10, 123, 1, 478703, 468, 479171, 45, TDMA Tensor Load Compression, 0x4295920608, 0x3048,         0, 0, 198, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 199, 10, 124, 1, 479172, 468, 479640, 45, TDMA Tensor Load Compression, 0x4295924432, 0x3104,         0, 0, 199, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 200, 11, 123, 1, 479641, 466, 480107, 45, TDMA Tensor Load Compression, 0x4295928256, 0x3160,         0, 0, 200, 17, 56, 896, 1792, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
4, 18, 0, 0, 3, 480111, 28389, 508500, 46, TIU PerChannel Convolution
1, 201, 43, 620, 1, 508502, 1762, 510264, 48, TDMA Tensor Load Compression, 0x4295180768, 0x2320,         0, 0, 201, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 202, 41, 620, 1, 510265, 1333, 511598, 48, TDMA Tensor Load Compression, 0x4295196016, 0x2376,         0, 0, 202, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 203, 43, 615, 1, 511599, 1486, 513085, 48, TDMA Tensor Load Compression, 0x4295211264, 0x2432,         0, 0, 203, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 204, 42, 605, 1, 513086, 1310, 514396, 48, TDMA Tensor Load Compression, 0x4295226512, 0x2488,         0, 0, 204, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 205, 42, 592, 1, 514397, 1516, 515913, 48, TDMA Tensor Load Compression, 0x4295241760, 0x2544,         0, 0, 205, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 206, 39, 582, 1, 515914, 1310, 517224, 48, TDMA Tensor Load Compression, 0x4295257008, 0x2600,         0, 0, 206, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 207, 40, 577, 1, 517225, 1433, 518658, 48, TDMA Tensor Load Compression, 0x4295272256, 0x2656,         0, 0, 207, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 208, 40, 579, 1, 518659, 1288, 519947, 48, TDMA Tensor Load Compression, 0x4295287504, 0x2712,         0, 0, 208, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 209, 40, 577, 1, 519948, 1314, 521262, 48, TDMA Tensor Load Compression, 0x4295302752, 0x2768,         0, 0, 209, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 19, 0, 0, 3, 508501, 13003, 521504, 47, TIU PerChannel Convolution
1, 210, 39, 580, 1, 521263, 1310, 522573, 48, TDMA Tensor Load Compression, 0x4295318000, 0x2824,         0, 0, 210, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 211, 40, 578, 1, 522574, 1254, 523828, 48, TDMA Tensor Load Compression, 0x4295333248, 0x2880,         0, 0, 211, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 212, 41, 581, 1, 523829, 1319, 525148, 48, TDMA Tensor Load Compression, 0x4295348496, 0x2936,         0, 0, 212, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 213, 42, 586, 1, 525149, 1275, 526424, 48, TDMA Tensor Load Compression, 0x4295363744, 0x2992,         0, 0, 213, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 214, 39, 586, 1, 526425, 1334, 527759, 48, TDMA Tensor Load Compression, 0x4295378992, 0x3048,         0, 0, 214, 18, 56, 784, 6272, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 20, 0, 0, 3, 527763, 1413, 529176, 49, TIU Element-wise Mul
4, 21, 0, 0, 3, 529177, 3177, 532354, 49, TIU Element-wise Mac
2, 215, 36, 508, 2, 532356, 1165, 533521, 51, TDMA Tensor Store Compression, 0x8592, 0x4296248800,         0, 0, 215, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 216, 33, 500, 2, 533522, 1155, 534677, 51, TDMA Tensor Store Compression, 0x8648, 0x4296264048,         0, 0, 216, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 217, 35, 501, 2, 534678, 1163, 535841, 51, TDMA Tensor Store Compression, 0x8704, 0x4296279296,         0, 0, 217, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 218, 34, 499, 2, 535842, 1153, 536995, 51, TDMA Tensor Store Compression, 0x8760, 0x4296294544,         0, 0, 218, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 219, 35, 498, 2, 536996, 1182, 538178, 51, TDMA Tensor Store Compression, 0x8816, 0x4296309792,         0, 0, 219, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 220, 35, 493, 2, 538179, 1155, 539334, 51, TDMA Tensor Store Compression, 0x8872, 0x4296325040,         0, 0, 220, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 221, 35, 492, 2, 539335, 1226, 540561, 51, TDMA Tensor Store Compression, 0x8928, 0x4296340288,         0, 0, 221, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 222, 34, 489, 2, 540562, 1158, 541720, 51, TDMA Tensor Store Compression, 0x8984, 0x4296355536,         0, 0, 222, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 223, 34, 489, 2, 541721, 1291, 543012, 51, TDMA Tensor Store Compression, 0x9040, 0x4296370784,         0, 0, 223, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 224, 35, 491, 2, 543013, 1156, 544169, 51, TDMA Tensor Store Compression, 0x9096, 0x4296386032,         0, 0, 224, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
4, 22, 0, 0, 3, 532355, 12709, 545064, 50, TIU PerChannel Convolution
2, 225, 35, 495, 2, 544170, 1151, 545321, 51, TDMA Tensor Store Compression, 0x9152, 0x4296401280,         0, 0, 225, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 226, 35, 498, 2, 545322, 1117, 546439, 51, TDMA Tensor Store Compression, 0x9208, 0x4296416528,         0, 0, 226, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 227, 35, 498, 2, 546440, 1120, 547560, 51, TDMA Tensor Store Compression, 0x9264, 0x4296431776,         0, 0, 227, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 228, 35, 496, 2, 547561, 1124, 548685, 51, TDMA Tensor Store Compression, 0x9320, 0x4296447024,         0, 0, 228, 21, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 229, 9, 125, 2, 548686, 371, 549057, 52, TDMA Tensor Store Compression, 0x2320, 0x4296942752,         0, 0, 229, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 230, 9, 121, 2, 549058, 359, 549417, 52, TDMA Tensor Store Compression, 0x2376, 0x4296946576,         0, 0, 230, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 231, 9, 121, 2, 549418, 366, 549784, 52, TDMA Tensor Store Compression, 0x2432, 0x4296950400,         0, 0, 231, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 232, 9, 121, 2, 549785, 359, 550144, 52, TDMA Tensor Store Compression, 0x2488, 0x4296954224,         0, 0, 232, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 233, 9, 123, 2, 550145, 478, 550623, 52, TDMA Tensor Store Compression, 0x2544, 0x4296958048,         0, 0, 233, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 234, 10, 121, 2, 550624, 360, 550984, 52, TDMA Tensor Store Compression, 0x2600, 0x4296961872,         0, 0, 234, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 235, 10, 121, 2, 550985, 366, 551351, 52, TDMA Tensor Store Compression, 0x2656, 0x4296965696,         0, 0, 235, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 236, 10, 120, 2, 551352, 360, 551712, 52, TDMA Tensor Store Compression, 0x2712, 0x4296969520,         0, 0, 236, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 237, 10, 118, 2, 551713, 365, 552078, 52, TDMA Tensor Store Compression, 0x2768, 0x4296973344,         0, 0, 237, 22, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
